standardized_disease;fuzzy;list_of_diseases;corrected_list_of_diseases
abses;abses;[];[]
abses gigi;abses gigi;[];[]
abses paru;abses paru;[];['abs paru']
adesilentikular;adesilentikular;[];[]
adnexitis;adnexitis;['dakriosistitis adnexitis'];['dakriosistitis adnexitis']
akne;acne;['acne eksim', 'acne ringan', 'acne vulgaris', 'acne vulgaris papulapustula', 'acne vulgaris papulapustula berat'];['acne eksim', 'acne ringan', 'acne vulgaris', 'acne vulgaris papulapustula', 'acne vulgaris papulapustula berat']
akne;akne;['akne berat', 'akne nekrotika', 'akne pustular', 'akne pustularis', 'akne vulgaris', 'akne vulgaris ringan sedang', 'akne vulgarisjerawat', 'akne vulgarisjerawat ringan'];['akne berat', 'akne nekrotika', 'akne pustular', 'akne pustularis', 'akne vulgaris', 'akne vulgaris ringan sedang', 'akne vulgarisjerawat', 'akne vulgarisjerawat ringan']
akrosia;akrosianosis;[];[]
akrosia;akrosia;[];[]
alergi;penyakit alergi;['penyakit dermatologis alergi', 'penyakit dermatologis alergi lainnya'];[]
alergi;reaksi alergi;['penyakit kulit akibat reaksi alergi', 'reaksi alergi kulit', 'reaksi alergi obatobatan', 'reaksi obat', 'reaksi terhadap obat'];[]
alergi;gi kondisi alergi;['gi alergi'];['gi alergi','akibat alergi','alergi akut kronis']
alergi;alergi;['alergi dermatologi', 'alergi hidung', 'alergi inflamasi', 'alergi kulit', 'alergi kulit mata', 'alergi mata', 'alergi pernafasan', 'anti alergi', 'dermatosis alergi', 'dermatosis alergi inflamasi'];['alergi inflamasi']
alergi;gangguan alergi;['gangguan', 'gangguan alergi kulit', 'gangguan kulit akibat alergi', 'gangguan kulit alergi'];[]
alergi;alergi ringan;[];[]
alergi;gejala alergi;['gejala wasir'];[]
alergi;peradangan alergi;['peradangan', 'peradangan hidung'];[]
alergi dingin;alergi dingin;['badan dingin', 'ekstremitas dingin', 'extremitastangankaki dingin', 'urtikaria dingin'];['badan dingin', 'ekstremitas dingin', 'extremitastangankaki dingin', 'urtikaria dingin']
alergi makanan;alergi makanan;[];[]
alergi obat;alergi obat;['nistatin obat obat'];['reaksi alergi obatobatan']
alopesia androgenetika;androgenetica alopecia;['kebotakan androgenetika androgenetica alopecia'];['kebotakan androgenetika androgenetica alopecia']
alopesia androgenetika;alopesia androgenetika;[];[]
ambeien;ambeien;[];[]
amebiasis;amubiasis intestinal;[];[]
amebiasis;amubiasis intra intestinal;[];[]
amebiasis;amubiasis;[];[]
amebiasis;amoebiasis;[];[]
amebiasis;amebiasis;[];[]
amebiasis;amubiasis ekstra intestinal;[];[]
amebiasis;hepatic amoebiasis;[];[]
amebiasis;amubiasis intestinal akut;[];[]
amebiasis;amoebiasis intestinal;['intestinal amoebiasis'];['intestinal amoebiasis']
amebiasis;amoebiasis intestinal hepar;[];[]
amenore;amenore sekunder;[];[]
amenore;amenorre;[];[]
amenore;amenore galaktorea;[];[]
amenore;amenore primer;[];[]
amenore;amenore primer dan sekunder;['amenore primer sekunder'];['amenore primer sekunder']
amenore;amenorrhea;[];[]
amenore;amenore;[];[]
amenore;amenore psikogenik;[];[]
anemia;anemia;[];[]
anemia akibat pendarahan;anemia akibat pendarahan;['nyeri panas pendarahan akibat wasir', 'pendarahan', 'pendarahan hidung'];['pendarahan', 'pendarahan hidung']
anemia defisiensi besi;defisiensi zat besi pencegahan;[];[]
anemia defisiensi besi;defisiensi zat besi dan asam folat;[];[]
anemia defisiensi besi;anemia kekurangan zat besi;[];[]
anemia defisiensi besi;defisiensi zat besi gejala;[];[]
anemia defisiensi besi;defisiensi zat besi;['anemia defisiensi zat besi'];['anemia defisiensi zat besi']
anemia defisiensi besi;defisiensi zat besi asam folat;[];[]
anemia megaloblastik;anemia megaloblastik disertai kekurangan vitamin c dan b kompleks terutama pada kehamilan;[];[]
anemia megaloblastik;anemia megaloblastik dan makrositik;['anemia megaloblastik makrositik'];['anemia megaloblastik makrositik']
anemia megaloblastik;anemia makrositik;[];[]
anemia megaloblastik;anemia megaloblastik;[];[]
anemia megaloblastik;anemia megaloblastik disertai kekurangan vitamin c b kompleks terutama kehamilan;[];[]
anemia pada kehamilan dan menyusui;anemia kehamilan menyusui;['menyusui'];[]
anemia pada kehamilan dan menyusui;anemia pada kehamilan dan menyusui;[];[]
anemia pernisiosa;anemia pernisiosa;['pernisiosa'];['pernisiosa']
aneurisma otak;aneurisma;[];[]
angina pectoris;angina pectoris;[];[]
angina pectoris;angina pektoris;['pektoris'];['pektoris']
angina prinzmetal;angina prinzmetal, angina varian;['angina', 'angina prinzmetal', 'angina stabil', 'angina varian'];['angina', 'angina prinzmetal', 'angina stabil', 'angina varian']
angina vincent;angina vincent;['infeksi vincent'];['infeksi vincent']
angioedema;angioderma;[];[]
angioedema;angioedema;['urtikaria angioedema'];['urtikaria angioedema']
ankylosing spondylitis;ankilosing spondilitis;[];[]
ankylosing spondylitis;ankylosing spondylititis;[];[]
ankylosing spondylitis;spondilitas ankilosa;[];[]
ankylosing spondylitis;ra ankilosing spondilitis;['oa ra ankilosing spondilitis'];['oa ra ankilosing spondilitis']
ankylosing spondylitis;spondilitis;['spondilitis deformans'];[]
ankylosing spondylitis;spondilitis ankilosing;[];[]
ankylosing spondylitis;ankylosing spondilitis;[];[]
ankylosing spondylitis;aankilosing spondilitis;[];[]
ankylosing spondylitis;spondilitis ankilosa;[];[]
ankylosing spondylitis;ankilosa spondilitis;[];[]
ankylosing spondylitis;ankylosing spondylitis;[];[]
anoreksia nervosa;anoreksia kehilangan nafsu makan;['hilang nafsu makan anoreksia', 'nafsu makan', 'nafsu makan anak'];['hilang nafsu makan anoreksia', 'nafsu makan', 'nafsu makan anak']
anoreksia nervosa;anorexia;[];[]
anoreksia nervosa;anoreksia;[];[]
anovulasi;anovulasi;[];[]
ansietas;ansietas;[];[]
aritmia;aritmia;[];['gangguan ritme irama berhubungan']
aritmia;aritmia jantung;[];[]
aritmia;disritmia jantung;[];[]
aritmia;aritmia ventrikel supraventrikel;[];[]
aritmia;disritmia kordis;[];[]
arteriosklerosis;arteriosklerosis;[];[]
arthritis;atritis akut kronis;['reumatoid atritis', 'reumatoid atritis akut', 'reumatoid atritis akut kronis', 'reumatoid atritis kronis'];[]
arthritis;arthritis;[];['nyeri arthritis ringan']
arthritis;arthisis;[];[]
arthritis;artritis akut;['artritis'];['artritis']
arthritis;arthitis;[];[]
arthritis;artritis idiopatik juvenil;['idiopatik'];[]
arthritis gout;gout artritis akut;[];[]
arthritis gout;arthritis gout akut;[];[]
arthritis gout;gout;[];[]
arthritis gout;artritis gout akut;[];[]
arthritis gout;gout akut;['gangguan musculoskeletal akut gout akut', 'serangan akut gout', 'serangan gout akut'];['gangguan musculoskeletal akut gout akut', 'serangan akut gout', 'serangan gout akut']
asam urat;asam urat akut;[];[]
asam urat;asam urat;['kelebihan asam urat', 'produksi asam urat berlebihan', 'urat kaku', 'urat saraf'];['kelebihan asam urat', 'produksi asam urat berlebihan', 'urat kaku']
ascariasis;ascaris lumbricoides;['cacing gelang ascaris lumbricoides'];[]
ascariasis;ascariasis;[];[]
ascariasis;askariasis;[];[]
asites;asites;[];[]
asma;asmatikus;['status asmatikus'];['status asmatikus']
asma;asma berat;['infeksi berat', 'nyeri berat', 'penyakit berat'];[]
asma;asma kronis;[];[]
asma;asthma bronkial;[];[]
asma;asma bronkial;[];[]
asma;asthmatoid bronchitis;[];[]
asma;asma akut berat;[];[]
asma;asma bronkhial;['dispnea akibat asma bronkhial', 'obstruksi saluran nafas asma bronkhial'];['dispnea akibat asma bronkhial', 'obstruksi saluran nafas asma bronkhial']
asma;asma bronkhial khronik;[];[]
asma;asma akut;['serangan asma akut'];['serangan asma akut']
asma;asma berat akut;[];[]
asma;asma sedang;['infeksi sedang'];[]
asma;astma;[];[]
asma;asmatik asma bronkial;[];[]
asma;asma;[];[]
asma;asma bronkial kronik;[];[]
asma;asma dermatitis;[];[]
asma;asthma;[];[]
asma;bronkial asma;[];[]
asma;asma ringan;[];[]
aspergillosis;aspergillosis;[];[]
aspergillosis;aspergilosis;[];[]
asthenia;astenia;[];[]
aterosklerosis;artherosklerosis;[];[]
aterosklerosis;aterosklerosis vaskular;[];[]
aterosklerosis;aterosklerosis;[];[]
atrial fibrilasi;atrial fibrilasi;[];[]
atrial fibrilasi;fibrilasi atrium;['fibrilasi atrium paroxismal', 'fibrilasi flutter atrium paroksismal'];['fibrilasi atrium paroxismal', 'fibrilasi flutter atrium paroksismal']
atrial flutter;atrial flutter;[];[]
bakteremia;bakteremia;[];[]
batu empedu;batu empedu;['empedu'];['empedu']
batu ginjal;batu ginjal;['batu oksalat', 'batu oksalat ginjal saluran kemih'];['batu oksalat', 'batu oksalat ginjal saluran kemih']
batu kandung kemih;batu kandung kemih;[];['batu urin', 'batu urin saluran kemih']
batu kandung kemih;kandung kemih aktif;['gejala kandung kemih aktif'];['gejala kandung kemih aktif']
batuk;batuk yang disebabkan oleh alergi;['batuk disebabkan oleh alergi'];['batuk disebabkan oleh alergi','gejala batuk']
batuk;batuk disebabkan alergi;[];[]
batuk;batuk akibat alergi;['akibat alergi'];[]
batuk;batuk rangsangan selaput pernafasan;[];[]
batuk;batuk alergi;[];[]
batuk;batuk produktifberdahak  nonproduktifkering;['batuk produktifberdahak nonproduktifkering'];['batuk produktifberdahak nonproduktifkering']
batuk;batuk akut kronik;['wasir kronik akut'];[]
batuk;batuk karena alergi;[];[]
batuk;batuk;['batuk tenggorokan', 'meredakan batuk'];['batuk tenggorokan', 'meredakan batuk']
batuk;batuk sesak;[];[]
batuk;batuk panas;['panas', 'panas dalam'];[]
batuk;batuk menahun;['rinitis menahun', 'wasir kronis menahun'];[]
batuk;batuk karena emphysema;[];[]
batuk;batuk yang disertai peradangan saluran pernafasan bagian atas;['batuk disertai peradangan saluran pernafasan bagian atas', 'disertai peradangan'];['batuk disertai peradangan saluran pernafasan bagian atas', 'disertai peradangan']
batuk;batuk gatal;[];[]
batuk;batuk karena bronchitis;['batuk bronchitis'];['batuk bronchitis']
batuk berdahak;dahak kental;[];[]
batuk berdahak;batuk produktif berdahak;[];[]
batuk berdahak;dahak mukus;['gangguan saluran pernafasan disebabkan dahak mukus', 'hipersekresi mukus'];[]
batuk berdahak;dahak;['susah mengeluarkan dahak'];['susah mengeluarkan dahak']
batuk berdahak;batuk berdahak karena alergi;[];[]
batuk berdahak;batuk produktifberdahak;[];[]
batuk berdahak;batuk dahak kental;[];[]
batuk berdahak;batuk berdahak;['batuk berdahak alergi', 'batuk ikke berdahak', 'ekspektoran batuk berdahak'];['batuk berdahak alergi', 'batuk ikke berdahak', 'ekspektoran batuk berdahak']
batuk berdahak;batuk mukolitik;['mukolitik'];['mukolitik']
batuk berdahak;batuk produktif;[];[]
batuk berdahak;batuk berdahak disertai alergi;[];[]
batuk berdahak;gangguan batuk berdahak;['ekspektoran gangguan batuk berdahak'];['ekspektoran gangguan batuk berdahak']
batuk kering;batuk nonproduktiftidak berdahak;[];[]
batuk kering;batuk kering;[];[]
batuk kering;batuk nonproduktifkering;[];[]
batuk kering;batuk yang tidak berdahak disertai bersinbersin atau alergi;['batuk tidak berdahak disertai bersinbersin alergi'];['batuk tidak berdahak disertai bersinbersin alergi']
batuk kering;batuk nonproduktif;[];[]
batuk kering;batuk non produktif;[];[]
batuk kering;gejala batuk tidak berdahak;['gejala batuk'];[]
batuk kronis;batuk kronis akut;['alergi akut kronis', 'nyeri kronis akut'];[]
batuk kronis;batuk kronis;['kronis'];[]
batuk pilek;batuk pilek;[];[]
batuk pilek;batuk/pilek;[];[]
batuk pilek;batuk menyertai pilek alergi;[];[]
batuk pilek;batuk berhubungan flu gangguan pernapasan;[];[]
batuk pilek;batuk berhubungan pilek;[];[]
batuk rejan;batuk rejan;[];[]
batuk rejan;batuk rejanpertusis;[];[]
batuk tidak berdahak;batuk tidak berdahak;['tidak berdahak'];['tidak berdahak']
bau badan;bau badan;[];[]
bau mulut;bau mulut;[];[]
bau mulut;bau mulut sedap;[];[]
bengkak;bengkak;[];[]
bengkak;bengkak akibat terpukul;['nyeri akibat terkilir terpukul'];[]
bengkak;bengak;[];[]
bengkak;bengkak atau memar;['bengkak memar', 'memar'];['bengkak memar', 'memar']
benjolan payudara;benjolan payudara;[];[]
benjolan payudara;benjolan benjolan payudara;[];[]
berat badan berlebih;berat badan berlebih;[];[]
berat badan berlebih;kelebihan berat badan;[];[]
bersin;bersin;['pilek bersin'];['pilek bersin']
bersin;bersin bersin;[];[]
bersin;bersinbersin;['pilek bersinbersin'];['pilek bersinbersin']
bersin;bersin disertai batuk;['bersin bersin disertai batuk'];['bersin bersin disertai batuk']
bersin;bersinbersin yang disertai batuk;[];[]
bersin;bersin dan hidung tersumbat karena flu;['bersin hidung tersumbat flu'];['bersin hidung tersumbat flu']
bersin;bersin bersin yang disertai batuk;[];[]
bersin;bersinbersin disertai batuk;[];[]
biang keringat;biang keringat;['biang keringat alergi', 'gatal akibat keringat'];['biang keringat alergi', 'gatal akibat keringat']
biang keringat;biang keringet;[];[]
bibir kering;bibir kering;['tenggorokan bibir'];[]
bibir kering;bibir pecah pcah;[];[]
bibir kering;bibir pecahpecah;[];[]
bibir kering;bibir pecah pecah;['kulit pecah pecah sudut mulut'];['kulit pecah pecah sudut mulut']
biduran;biduran;['gatalgatal biduran', 'urtikaria biduran'];['gatalgatal biduran', 'urtikaria biduran']
biduran;biduran kaligata kronis;['gangguan alergi urtikaria biduran kaligata kronis', 'kaligata'];['gangguan alergi urtikaria biduran kaligata kronis', 'kaligata']
bisul;bisul bernanah;['ekzema bernanah'];[]
bisul;bisul;['dermatitis terinfeksi bisul'];[]
bisul;bisul gatal;[];[]
blastomikosis;blastomikosis;[];[]
blefaritis;blefaritis non purulen;[];[]
blefaritis;blefaritis;[];[]
blefaritis;blefaritis nonpurulen;[];[]
blefaritis;blefaritis alergi radang kelopak mata akibat alergi;[];[]
blefaritis;blepharitis;[];[]
blefarokonjungtivitis;blefarokonjungtivitis keratokonjungtivitis;[];[]
blefarokonjungtivitis;blefarokonjungtivitis;[];[]
bph (benign prostatic hyperplasia);bph (benign prostatic hyperplasia);['bph'];['bph']
bph (benign prostatic hyperplasia);benign prostatic hyperplasia;[];[]
bromokriptin;bromokriptin;[];[]
bronkiektasis;bronkiektasis;[];[]
bronkiektasis;bronkiektasi;[];[]
bronkiektasis;bronkhiektasis;[];[]
bronkiolitis;bronchiolitis;[];[]
bronkiolitis;bronkiolitis;[];[]
bronkitis;bronkhitis;['kaitan bronkhitis'];['kaitan bronkhitis']
bronkitis;bronkitis;['bronkitis alergi'];['bronkitis alergi']
bronkitis;bronchitis;[];[]
bronkitis akut dan kronis;bronkitis purulen;['rinitis purulen'];[]
bronkitis akut dan kronis;bronkhitis akut berulang;['akut berulang'];[]
bronkitis akut dan kronis;bronkhitis kronis dan eksaserbasi akut;['bronkhitis kronis eksaserbasi akut', 'eksaserbasi bronkhitis kronis', 'eksaserbasi dari bronkhitis kronis'];['bronkhitis kronis eksaserbasi akut', 'eksaserbasi bronkhitis kronis', 'eksaserbasi dari bronkhitis kronis']
bronkitis akut dan kronis;bronkhitis akut  khronis;['bronkhitis akut khronis'];['bronkhitis akut khronis']
bronkitis akut dan kronis;bronkitis asmatikus;[];[]
bronkitis akut dan kronis;bronkitis menahun;[];[]
bronkitis akut dan kronis;bronkhitis kronis dan eksaserbasi kumatnya penyakit atau gejala penyakit secara mendadak akut;['bronkhitis kronis eksaserbasi kumatnya penyakit gejala penyakit secara mendadak akut', 'eksaserbasi kumatnya penyakit gejala penyakit secara mendadak akut'];['bronkhitis kronis eksaserbasi kumatnya penyakit gejala penyakit secara mendadak akut', 'eksaserbasi kumatnya penyakit gejala penyakit secara mendadak akut']
bronkitis akut dan kronis;bronkhitis akut dan kronik;[];[]
bronkitis akut dan kronis;bronkhitis khronis;[];[]
bronkitis akut dan kronis;bronkhitis akut;['infeksi traktus respiratorius bronkhitis akut sinusitis akut'];['infeksi traktus respiratorius bronkhitis akut sinusitis akut']
bronkitis akut dan kronis;bronkitis asmatis;[];[]
bronkitis akut dan kronis;bronkhitis asmatik;[];[]
bronkitis akut dan kronis;bronkhitis kronis serta eksaserbasi kumatnya penyakit atau gejala penyakit secara mendadak akut;['bronkhitis akut kronis serta eksaserbasi kumatnya penyakit gejala penyakit secara mendadak akut', 'bronkhitis kronis serta eksaserbasi kumatnya penyakit gejala penyakit secara mendadak akut'];['bronkhitis akut kronis serta eksaserbasi kumatnya penyakit gejala penyakit secara mendadak akut', 'bronkhitis kronis serta eksaserbasi kumatnya penyakit gejala penyakit secara mendadak akut']
bronkitis akut dan kronis;bronkitis kronik;[];[]
bronkitis akut dan kronis;bronkitis kronis;['eksesarbasi bronkitis kronis', 'infeksi akut bronkitis kronis'];['eksesarbasi bronkitis kronis', 'infeksi akut bronkitis kronis']
bronkitis akut dan kronis;bronkhitis khronik emfisema;[];[]
bronkitis akut dan kronis;bronkitis akut dan kronik;[];[]
bronkitis akut dan kronis;bronkhitis pneumonia;[];[]
bronkitis akut dan kronis;bronkritis kronik;[];[]
bronkitis akut dan kronis;akut bronkhitis;[];[]
bronkitis akut dan kronis;bronkitis akut kronik;[];[]
bronkitis akut dan kronis;bronkhitis khronis exaserbasi akut;['exaserbasi', 'exaserbasi akut', 'exaserbasi akut bronkhitis khronik'];['exaserbasi', 'exaserbasi akut', 'exaserbasi akut bronkhitis khronik']
bronkitis akut dan kronis;bronkhitis akut dan kronis;[];[]
bronkitis akut dan kronis;bronkhitis kronis;['bronkhitis akut kronis'];['bronkhitis akut kronis']
bronkitis akut dan kronis;bronkitis akut atau kronik;[];[]
bronkitis akut dan kronis;bronkhitis akut dan kronis serta eksaserbasi kumatnya penyakit atau gejala penyakit secara mendadak akut;[];[]
bronkitis akut dan kronis;ppok bronkhitis khronis;['ppok'];['ppok']
bronkitis akut dan kronis;bronkitis asmatik;[];[]
bronkitis akut dan kronis;bronkitis khronis;[];[]
bronkitis akut dan kronis;bronkitis akut;[];[]
bronkitis akut dan kronis;bronkhitis khronik;['eksaserbasi bronkhitis khronik', 'exaserbasi bronkhitis khronik', 'khronik', 'tukak khronik'];['eksaserbasi bronkhitis khronik', 'exaserbasi bronkhitis khronik']
bronkitis akut dan kronis;bronkitis kronik eksaserbasi akut;['eksaserbasi akut bronkitis kronik', 'eksaserbasi akut dari bronkitis kronik', 'eksaserbasi akut dr bronkitis kronik', 'eksaserbasi bakteri akut bronkitis kronik', 'eksaserbasi bakterial akut bronkitis kronik'];['eksaserbasi akut bronkitis kronik', 'eksaserbasi akut dari bronkitis kronik', 'eksaserbasi akut dr bronkitis kronik', 'eksaserbasi bakteri akut bronkitis kronik', 'eksaserbasi bakterial akut bronkitis kronik']
bronkitis akut dan kronis;bronkhitis kronik;['bronkhitis akut kronik'];['bronkhitis akut kronik']
bronkitis akut dan kronis;bronkitis kronis eksaserbasi akut;['eksaserbasi akut bronkitis kronis', 'eksaserbasi bakteri akut bronkitis kronis', 'eksaserbasi bronkitis kronis', 'eksaserbasi kronis akut'];['eksaserbasi akut bronkitis kronis', 'eksaserbasi bakteri akut bronkitis kronis', 'eksaserbasi bronkitis kronis', 'eksaserbasi kronis akut']
bronkitis akut dan kronis;bronchitis akut dan kronik;['bronchitis akut kronik'];['bronchitis akut kronik']
bronkitis pneumonia;bronkitis pneumonia;[];[]
bronkopasma;bronkhospasme;[];[]
bronkopasma;bronkospasme reversibel;[];[]
bronkopasma;bronkhospastik lain;[];[]
bronkopasma;bronkospasme kronis;[];[]
bronkopasma;bronkospasme akut;[];[]
bronkopasma;bronkhospastik;['kondisi2 bronkhospastik'];['kondisi2 bronkhospastik']
bronkopasma;bronkospasme;[];['penyakit2 paru menimbulkan komplikasi bronkhospasme']
bronkopasma;bronkospasme kronik;[];[]
bronkopasma;bronkospasme jenis asma bronkial;[];[]
bronkopasma;bronkhospasme reversibel;[];[]
bronkopasma;bronkospasme pada semua jenis asma bronkial;['bronkospasme semua jenis asma bronkial'];['bronkospasme semua jenis asma bronkial']
bronkopasma;bronkospasma;[];[]
bronkopasma;bronkospasme bronkitis kronik;[];[]
bronkopneumonia;bronkopneumonia;[];[]
bronkopulmonal;bronkopulmonal;[];[]
brucellosis;bruselosis;[];[]
brucellosis;brucellosis;[];[]
bursitis;bursitis;[];[]
cacar air;cacar air;[];[]
cacing kremi;cacing kremi;['cacing', 'infeksi cacing kremi cacing gelang cacing tambang cacing cambuk infeksi cacing campuran tersebut', 'kremi'];['cacing', 'infeksi cacing kremi cacing gelang cacing tambang cacing cambuk infeksi cacing campuran tersebut', 'kremi']
cacing kremi;enterobius vermicularis;['infeksi cacing kremi enterobius vermicularis'];['infeksi cacing kremi enterobius vermicularis']
campak;campak;[];[]
candidiasis;kandidiasis invasif;[];[]
candidiasis;kandida jamur bakteri gram positif;[];[]
candidiasis;candidiasis;['candida candidiasis'];['candida candidiasis','kandda vagina']
candidiasis;kandida;['infeksi kandida invasif', 'infeksi kandida kriptokokal', 'intertrigo kandida'];['infeksi kandida invasif', 'infeksi kandida kriptokokal', 'intertrigo kandida']
candidiasis;kandidiasis vulvovag;[];[]
candidiasis;kandidiasis sistemik yang serius;['kandidiasis sistemik serius'];['kandidiasis sistemik serius']
candidiasis;kandidiasi genetikal;[];[]
candidiasis;kandiasis;[];[]
candidiasis;kandidiasis gastrointestinal;['hiperasiditas gastrointestinal', 'infeksi traktus gastrointestinal', 'perdarahan gastrointestinal'];
candidiasis;kandidiasis esofageal;['esofageal'];[]
candidiasis;kandidiasis subkutan;[];[]
candidiasis;kandidosis;['gastrointestinal kandidosis sistemik'];['gastrointestinal kandidosis sistemik']
candidiasis;kandidosis vulvovaginal;[];[]
candidiasis;kandidiasis diseminata;[];[]
candidiasis;kandidiasis saluran cerna;[];[]
candidiasis;kandidiasis kutaneus moniliasis;['moniliasis'];['moniliasis']
candidiasis;kandidiasi genetikal teritama;[];[]
candidiasis;kandidiasis;[];[]
candidiasis;kandiasis di organ genital;['kandiasis organ genital'];['kandiasis organ genital']
candidiasis;kandidiasis sistemik;['infeksi mikosis sistemik kandidiasis'];['infeksi mikosis sistemik kandidiasis']
candidiasis;kandidemia infeksi kandida sistemik;['infeksi kandida kriptokokal sistemik', 'infeksi kandida sistemik', 'infeksi kandida sistemik serius', 'orofaringeal infeksi kandida sistemik serius'];['infeksi kandida kriptokokal sistemik', 'infeksi kandida sistemik', 'infeksi kandida sistemik serius', 'orofaringeal infeksi kandida sistemik serius']
candidiasis;kandidiasis esofaringeal;[];[]
candidiasis;kandidiasis vulvovagina;[];[]
candidiasis;kandidemia;['kriptokokosis kandidemia'];['kriptokokosis kandidemia']
candidiasis;kandidiasis kutaneus;[];[]
cedera;cedera;['nyeri cedera'];[]
cedera olahraga;cedera karena olahraga dan kecelakaan;['cedera olahraga kecelakaan'];['cedera olahraga kecelakaan']
cedera olahraga;cedera karena olahraga;[];[]
cedera olahraga;cedera olahraga;['nyeri otot olahraga'];[]
cedera olahraga;cedera jaringan lunak;[];[]
cedera olahraga;cedera berolahraga kecelakaan;['kecelakaan'];[]
cerebral palsy;cerebral palsy;['kelumpuhan cerebral'];['kelumpuhan cerebral','gangguan serebral']
cerebral palsy;cerbral palsy;[];[]
chlamydia;chlamydia;[];[]
chlamydia;chlamydia trachomatis;['trachomatis'];['trachomatis']
cocidioidomycosis;coci dioidomycosis;[];[]
cocidioidomycosis;cocci dioidomycosis;[];[]
covid-19;covid-19;['covid 19'];['covid 19']
covid-19;covid19;[];[]
cystitis;cystitis;[];[]
deep vein thrombosis;deep vein thrombosis;[];[]
defisiensi asam folat;defisiensi asam folat;['asam folat', 'asam folat untuk ibu hamil'];[]
defisiensi asam folat;defisensi asam folat;[];[]
defisiensi estrogen;defisiensi estrogen;[];[]
defisiensi natrium hipovolemik;defisiensi natrium hipovolemik;[];[]
defisiensi progesteron;defisiensi progesteron;[];[]
defisiensi tiamin;kekurangan thiamin mononitrate;[];[]
defisiensi tiamin;defisiensi tiamin;[];[]
